"Description","DistinguishedName","DNSHostName","Enabled","Name","ObjectClass","ObjectGUID","PasswordLastSet","SamAccountName","SID","UserPrincipalName"
,"CN=MEHDEPLOY,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHDEPLOY.moorfields.nhs.uk","True","MEHDEPLOY","computer","89ae2b29-77a5-4fa2-a52c-6a3fe0781dda","31/10/2020 17:43:50","MEHDEPLOY$","S-1-5-21-563353728-1466834001-1008150880-59512",
,"CN=MEHDIAGNOSYS,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHDIAGNOSYS.moorfields.nhs.uk","True","MEHDIAGNOSYS","computer","b21f9a64-0bea-492e-80db-9e25cb5dab8a","31/10/2020 10:32:46","MEHDIAGNOSYS$","S-1-5-21-563353728-1466834001-1008150880-64606",
,"CN=MEHDOCMANHUB,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHDOCMANHUB.moorfields.nhs.uk","True","MEHDOCMANHUB","computer","27f40970-32b7-418d-9e40-47ef67abbede","28/10/2020 20:28:49","MEHDOCMANHUB$","S-1-5-21-563353728-1466834001-1008150880-52473",
,"CN=MEHDPM-01,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHDPM-01.moorfields.nhs.uk","True","MEHDPM-01","computer","5f2e65c9-e908-4083-ac5d-35885eb7de39","14/10/2020 20:01:04","MEHDPM-01$","S-1-5-21-563353728-1466834001-1008150880-66879",
,"CN=MEHDPM-02,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHDPM-02.moorfields.nhs.uk","True","MEHDPM-02","computer","3f9dd780-20bd-426a-a2c1-5db075eb59f7","19/10/2020 03:58:38","MEHDPM-02$","S-1-5-21-563353728-1466834001-1008150880-66417",
,"CN=MEHDPM-03,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHDPM-03.moorfields.nhs.uk","True","MEHDPM-03","computer","19866e30-1bdb-41be-b166-dccd1268bbe8","21/10/2020 21:12:52","MEHDPM-03$","S-1-5-21-563353728-1466834001-1008150880-65188",
,"CN=MEHDR3,OU=VM Host Servers,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHDR3.moorfields.nhs.uk","True","MEHDR3","computer","69b6568b-8d5d-4661-9fdd-359456832fdd","24/10/2020 13:21:48","MEHDR3$","S-1-5-21-563353728-1466834001-1008150880-57403",
,"CN=MEHDR4,OU=VM Host Servers,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHDR4.moorfields.nhs.uk","True","MEHDR4","computer","7fa83374-daa4-4eff-aaa9-1860efd00c77","20/10/2020 02:55:05","MEHDR4$","S-1-5-21-563353728-1466834001-1008150880-52500",
,"CN=MEHDR5,OU=VM Host Servers,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHDR5.moorfields.nhs.uk","True","MEHDR5","computer","5380e1be-219d-45fd-afd7-8ecbfefea36e","23/10/2020 13:55:30","MEHDR5$","S-1-5-21-563353728-1466834001-1008150880-53312",
,"CN=MEHDR6,OU=VM Host Servers,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHDR6.moorfields.nhs.uk","True","MEHDR6","computer","85cb821b-15f6-4031-b146-fc7e17d54d02","28/10/2020 07:04:38","MEHDR6$","S-1-5-21-563353728-1466834001-1008150880-52889",
,"CN=MEHDRS,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHDRS.moorfields.nhs.uk","True","MEHDRS","computer","5a0a33d9-fd77-4f33-8a2f-0723c7971fed","21/10/2020 13:08:23","MEHDRS$","S-1-5-21-563353728-1466834001-1008150880-59736",
,"CN=MEHDSCRIBE-TEST,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHDSCRIBE-TEST.moorfields.nhs.uk","True","MEHDSCRIBE-TEST","computer","55b5990e-264c-44e4-ac37-265559236c4e","02/11/2020 16:05:10","MEHDSCRIBE-TEST$","S-1-5-21-563353728-1466834001-1008150880-51227",
,"CN=MEHDWSSDT,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHDWSSDT.moorfields.nhs.uk","True","MEHDWSSDT","computer","e05eacac-2e44-4858-825e-64cab4ed20c4","19/10/2020 18:04:06","MEHDWSSDT$","S-1-5-21-563353728-1466834001-1008150880-61794",
,"CN=MEHDWSSRS,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHDWSSRS.moorfields.nhs.uk","True","MEHDWSSRS","computer","850ddb5e-e6ad-427d-8a7c-08adaa4fdcce","20/10/2020 01:35:23","MEHDWSSRS$","S-1-5-21-563353728-1466834001-1008150880-63412",
,"CN=MEHEHR,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHEHR.moorfields.nhs.uk","True","MEHEHR","computer","dfdebf6e-15d9-4b47-89b7-ffaea9da884a","27/10/2020 17:41:11","MEHEHR$","S-1-5-21-563353728-1466834001-1008150880-55288",
,"CN=MEHEHR-DEV,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHEHR-DEV.moorfields.nhs.uk","True","MEHEHR-DEV","computer","659c2ff4-3518-4070-8c4d-7f91a7778aa5","23/10/2020 12:30:52","MEHEHR-DEV$","S-1-5-21-563353728-1466834001-1008150880-59552",
,"CN=MEHEHRMIRTH,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHEHRMIRTH.moorfields.nhs.uk","True","MEHEHRMIRTH","computer","358e699a-6b9d-4269-9a75-111809ed71ce","19/10/2020 08:19:23","MEHEHRMIRTH$","S-1-5-21-563353728-1466834001-1008150880-56273",
,"CN=MEHEHRMIRTH-DEV,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHEHRMIRTH-DEV.moorfields.nhs.uk","True","MEHEHRMIRTH-DEV","computer","6aa171c4-2f7b-48a1-a5da-401cab3067b3","03/11/2020 13:35:44","MEHEHRMIRTH-DEV$","S-1-5-21-563353728-1466834001-1008150880-59930",
"Ivanti Endpoint Manager (WSUS)","CN=MEHENDPOINT,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHENDPOINT.moorfields.nhs.uk","True","MEHENDPOINT","computer","efc00819-f83d-4af8-b4d4-c27f3915aec6","04/11/2020 21:14:34","MEHENDPOINT$","S-1-5-21-563353728-1466834001-1008150880-66419",
,"CN=MEHEXHC1,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHEXHC1.moorfields.nhs.uk","True","MEHEXHC1","computer","45568801-8998-432b-91e3-1b6ba5217f4c","31/10/2020 01:57:41","MEHEXHC1$","S-1-5-21-563353728-1466834001-1008150880-34302",
,"CN=MEHEXHC2,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHEXHC2.moorfields.nhs.uk","True","MEHEXHC2","computer","b007b69c-50dd-48aa-b022-0261fccbd44b","16/10/2020 04:26:15","MEHEXHC2$","S-1-5-21-563353728-1466834001-1008150880-38430",
,"CN=MEHEXMB1,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHEXMB1.moorfields.nhs.uk","True","MEHEXMB1","computer","58c52758-990f-4b83-b7ed-bf2c187d8137","23/10/2020 16:54:00","MEHEXMB1$","S-1-5-21-563353728-1466834001-1008150880-37361",
,"CN=MEHEXMB2,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHEXMB2.moorfields.nhs.uk","True","MEHEXMB2","computer","211d4cee-3d25-444a-bbed-c1c120f636a4","22/10/2020 12:28:20","MEHEXMB2$","S-1-5-21-563353728-1466834001-1008150880-37362",
,"CN=MEHEYESUITE,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHEYESUITE.moorfields.nhs.uk","True","MEHEYESUITE","computer","3874681d-a1cd-4ef9-b81a-7a64f45223ae","18/10/2020 11:33:59","MEHEYESUITE$","S-1-5-21-563353728-1466834001-1008150880-40990",
,"CN=MEHFIN4,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHFIN4.moorfields.nhs.uk","True","MEHFIN4","computer","30df4fd9-0c43-4c1f-a721-b085ae3e4e87","03/11/2020 08:04:22","MEHFIN4$","S-1-5-21-563353728-1466834001-1008150880-54124",
,"CN=MEHFIN5,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHFIN5.moorfields.nhs.uk","True","MEHFIN5","computer","946b9eb2-e621-48dd-8950-f2ab81cf6c29","03/11/2020 00:02:31","MEHFIN5$","S-1-5-21-563353728-1466834001-1008150880-54833",
,"CN=MEHFINQV,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHFINQV.moorfields.nhs.uk","True","MEHFINQV","computer","0d3e2bcf-6b82-49bb-bd4f-f9f5d2d6605d","22/10/2020 07:06:27","MEHFINQV$","S-1-5-21-563353728-1466834001-1008150880-66476",
,"CN=MEHFORTIEMS,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHFortiEMS.moorfields.nhs.uk","True","MEHFORTIEMS","computer","042f3ba4-4139-49f1-a344-f088e85fc720","02/11/2020 05:05:44","MEHFORTIEMS$","S-1-5-21-563353728-1466834001-1008150880-54103",
,"CN=MEHFORUM,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHFORUM.moorfields.nhs.uk","True","MEHFORUM","computer","ce442ed8-5a0d-4a76-9bfd-c37b8f19eab9","25/10/2020 09:19:04","MEHFORUM$","S-1-5-21-563353728-1466834001-1008150880-61962",
,"CN=MEHFORUM-DEV,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHFORUM-DEV.moorfields.nhs.uk","True","MEHFORUM-DEV","computer","e7be912c-4fa4-4d70-b28d-4821abb1898b","09/10/2020 16:36:33","MEHFORUM-DEV$","S-1-5-21-563353728-1466834001-1008150880-61948",
,"CN=MEHFORUM-SPARE,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHFORUM-Spare.moorfields.nhs.uk","True","MEHFORUM-SPARE","computer","5e1bed8a-59a9-4501-ba11-10ac357c77c6","07/10/2020 06:45:16","MEHFORUM-SPARE$","S-1-5-21-563353728-1466834001-1008150880-64621",
,"CN=MEHFRONTLINE,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHFRONTLINE.moorfields.nhs.uk","True","MEHFRONTLINE","computer","5f052d92-e5a4-4386-9d11-dbe12f095279","05/11/2020 16:57:22","MEHFRONTLINE$","S-1-5-21-563353728-1466834001-1008150880-47724",
,"CN=MEHFTP,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHFTP.moorfields.nhs.uk","True","MEHFTP","computer","6eb73e8e-62e8-45e3-8f1a-cd17a3af6e04","09/10/2020 06:55:01","MEHFTP$","S-1-5-21-563353728-1466834001-1008150880-62455",
,"CN=MEHGALAXY-DEV,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHGALAXY-DEV.moorfields.nhs.uk","True","MEHGALAXY-DEV","computer","6deb160d-a7da-4700-94ea-1836698c026f","14/10/2020 12:18:12","MEHGALAXY-DEV$","S-1-5-21-563353728-1466834001-1008150880-56274",
,"CN=MEHGALAXY-LIV,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHGALAXY-LIV.moorfields.nhs.uk","True","MEHGALAXY-LIV","computer","dc45f994-afe6-4fa1-a6c4-98daf42fb560","27/10/2020 03:48:25","MEHGALAXY-LIV$","S-1-5-21-563353728-1466834001-1008150880-59553",
,"CN=MEHGW-01,OU=RDI,OU=RES-Terminal-Servers,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHGW-01.moorfields.nhs.uk","True","MEHGW-01","computer","93504849-4715-4154-a5f4-e664da63108f","14/10/2020 04:43:36","MEHGW-01$","S-1-5-21-563353728-1466834001-1008150880-60170",
,"CN=MEHGW-02,OU=RDI,OU=RES-Terminal-Servers,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHGW-02.moorfields.nhs.uk","True","MEHGW-02","computer","1fc26902-b6ba-41c0-ae41-82ece151f207","02/11/2020 22:47:26","MEHGW-02$","S-1-5-21-563353728-1466834001-1008150880-59798",
,"CN=MEHHARLEQUIN,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHHARLEQUIN.moorfields.nhs.uk","True","MEHHARLEQUIN","computer","8054c1ab-0736-4915-89c9-a8830fc81eb4","28/10/2020 14:52:58","MEHHARLEQUIN$","S-1-5-21-563353728-1466834001-1008150880-46463",
,"CN=MEHHEI,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHHEI.moorfields.nhs.uk","True","MEHHEI","computer","b941758d-7fa5-4fea-8624-6af8270ddf3d","24/10/2020 23:40:51","MEHHEI$","S-1-5-21-563353728-1466834001-1008150880-64250",
,"CN=MEHHEYEX,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHHEYEX.moorfields.nhs.uk","True","MEHHEYEX","computer","957c58b1-db39-47cd-a3ff-1e2aa2b1d56e","22/10/2020 16:28:40","MEHHEYEX$","S-1-5-21-563353728-1466834001-1008150880-50004",
,"CN=MEHHEYEX2,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHHEYEX2.moorfields.nhs.uk","True","MEHHEYEX2","computer","a4bab62f-9e48-42af-acd2-da3ab676b296","04/11/2020 09:56:28","MEHHEYEX2$","S-1-5-21-563353728-1466834001-1008150880-65094",
,"CN=MEHHFA,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHHFA.moorfields.nhs.uk","True","MEHHFA","computer","8e9da2ff-adec-440f-a05f-e5a0bfa15dd0","23/10/2020 07:12:00","MEHHFA$","S-1-5-21-563353728-1466834001-1008150880-47689",
,"CN=MEHHONEYWELL,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHHONEYWELL.moorfields.nhs.uk","True","MEHHONEYWELL","computer","5578f37c-9dee-428b-acb6-8a7884dddac0","05/11/2020 09:15:47","MEHHONEYWELL$","S-1-5-21-563353728-1466834001-1008150880-62298",
,"CN=MEHHPDM,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHHPDM.moorfields.nhs.uk","True","MEHHPDM","computer","ef67b90f-b9fb-4e10-ba78-85a12ae34869","11/10/2020 11:39:37","MEHHPDM$","S-1-5-21-563353728-1466834001-1008150880-38836",
,"CN=MEHHTA-BACKUP,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHHTA-BACKUP.moorfields.nhs.uk","True","MEHHTA-BACKUP","computer","dfc2d4bd-1e95-4635-855d-bda58775c3f7","23/10/2020 06:00:26","MEHHTA-BACKUP$","S-1-5-21-563353728-1466834001-1008150880-49218",
,"CN=MEHHYBRIDMAIL,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHHYBRIDMAIL.moorfields.nhs.uk","True","MEHHYBRIDMAIL","computer","2e2e07bd-8fb4-4dff-aee7-6dcf6861abff","19/10/2020 04:52:31","MEHHYBRIDMAIL$","S-1-5-21-563353728-1466834001-1008150880-57391",
,"CN=MEHIC6,OU=Terminal Servers,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHIC6.moorfields.nhs.uk","True","MEHIC6","computer","37677274-aa7e-410a-80d2-1509a3e6412c","17/10/2020 11:51:39","MEHIC6$","S-1-5-21-563353728-1466834001-1008150880-47773",
,"CN=MEHIC9,OU=Terminal Servers,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHIC9.moorfields.nhs.uk","True","MEHIC9","computer","04110881-1557-41b6-882d-b01da68027a3","06/10/2020 14:59:19","MEHIC9$","S-1-5-21-563353728-1466834001-1008150880-48827",
"MEHICEAL - Ealing","CN=MEHICEAL,OU=Terminal Servers,OU=Servers,DC=moorfields,DC=nhs,DC=uk","mehiceal.moorfields.nhs.uk","True","MEHICEAL","computer","f34eb6b0-0305-4d37-8e28-6f0ecd819430","12/10/2020 02:11:30","MEHICEAL$","S-1-5-21-563353728-1466834001-1008150880-53778",
"MEHICME - Mile End","CN=MEHICME,OU=Terminal Servers,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHICME.moorfields.nhs.uk","True","MEHICME","computer","7bb4c472-8de8-4221-904b-e8e0b8edd719","08/10/2020 23:54:37","MEHICME$","S-1-5-21-563353728-1466834001-1008150880-45816",
"MEHICNWP - Northwick Park","CN=MEHICNWP,OU=Terminal Servers,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHICNWP.moorfields.nhs.uk","True","MEHICNWP","computer","cb1d99bf-6b4b-4f2a-b9dc-48c75bc2f060","14/10/2020 22:37:42","MEHICNWP$","S-1-5-21-563353728-1466834001-1008150880-53243",
"MEHICPB - Potters Bar","CN=MEHICPB,OU=Terminal Servers,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHICPB.moorfields.nhs.uk","True","MEHICPB","computer","e0c72a7b-2e43-4a77-ab68-a763118be145","30/10/2020 22:06:15","MEHICPB$","S-1-5-21-563353728-1466834001-1008150880-53253",
"MEHICSG - St Georges","CN=MEHICSG,OU=Terminal Servers,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHICSG.moorfields.nhs.uk","True","MEHICSG","computer","7af74b26-00f9-4820-a475-4ca03ddfe67b","22/10/2020 09:09:19","MEHICSG$","S-1-5-21-563353728-1466834001-1008150880-56810",
"MEHICSTA - St Anns","CN=MEHICSTA,OU=Terminal Servers,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHICSTA.moorfields.nhs.uk","True","MEHICSTA","computer","90c8f5cd-9490-4bb0-b2f7-245a07f7f579","02/11/2020 18:02:30","MEHICSTA$","S-1-5-21-563353728-1466834001-1008150880-58810",
,"CN=MEHIMAGENET,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHIMAGENET.moorfields.nhs.uk","True","MEHIMAGENET","computer","59fc8b9e-d0e7-4310-817b-2de85c0052d8","08/10/2020 07:35:08","MEHIMAGENET$","S-1-5-21-563353728-1466834001-1008150880-50031",
,"CN=MEHIMAGENET6,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHIMAGENET6.moorfields.nhs.uk","True","MEHIMAGENET6","computer","e5ec665b-c00a-4597-92ff-54d5ec7459ca","05/11/2020 11:19:11","MEHIMAGENET6$","S-1-5-21-563353728-1466834001-1008150880-63888",
,"CN=MEHIMAGENET6-SP,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHIMAGENET6-SP.moorfields.nhs.uk","True","MEHIMAGENET6-SP","computer","c7775b39-1623-499c-a063-d13a334fac41","21/10/2020 22:30:55","MEHIMAGENET6-SP$","S-1-5-21-563353728-1466834001-1008150880-64444",
,"CN=MEHIMAGENET6TST,OU=Servers,DC=moorfields,DC=nhs,DC=uk","Mehimagenet6TST.moorfields.nhs.uk","True","MEHIMAGENET6TST","computer","4d90845f-7dc4-4024-a4e1-8bbb4ad56131","19/10/2020 15:49:46","MEHIMAGENET6TST$","S-1-5-21-563353728-1466834001-1008150880-53624",
,"CN=MEHIMAGENET-RD,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHIMAGENET-RD.moorfields.nhs.uk","True","MEHIMAGENET-RD","computer","8ba1973b-036f-4044-963c-41e9b5744c26","28/10/2020 19:33:57","MEHIMAGENET-RD$","S-1-5-21-563353728-1466834001-1008150880-55567",
,"CN=MEHIMGDWH,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHIMGDWH.moorfields.nhs.uk","True","MEHIMGDWH","computer","1ddce182-0414-4819-ad93-ea54e46e45a1","09/10/2020 01:06:27","MEHIMGDWH$","S-1-5-21-563353728-1466834001-1008150880-63464",
,"CN=MEHIMGDWHDEV,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHIMGDWHDEV.moorfields.nhs.uk","True","MEHIMGDWHDEV","computer","1cd78ae5-42cc-4a11-aab2-42120c8cb60c","03/11/2020 20:35:52","MEHIMGDWHDEV$","S-1-5-21-563353728-1466834001-1008150880-63509",
,"CN=MEHIMGDWHDICOM,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHIMGDWHDICOM.moorfields.nhs.uk","True","MEHIMGDWHDICOM","computer","9b136f68-4c75-41b6-86a6-5fab789cd864","20/10/2020 23:10:38","MEHIMGDWHDICOM$","S-1-5-21-563353728-1466834001-1008150880-61792",
,"CN=MEHIMGDWHETL,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHIMGDWHETL.moorfields.nhs.uk","True","MEHIMGDWHETL","computer","3b111f3e-2033-46aa-b26e-60d08634f9b4","02/11/2020 20:09:48","MEHIMGDWHETL$","S-1-5-21-563353728-1466834001-1008150880-63889",
,"CN=MEHINFOFLEX,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHINFOFLEX.moorfields.nhs.uk","True","MEHINFOFLEX","computer","0d61be58-8ae1-4317-8372-bd0f4971abdc","28/09/2020 14:41:21","MEHINFOFLEX$","S-1-5-21-563353728-1466834001-1008150880-44768",
,"CN=MEHINFOFLEX2,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHINFOFLEX2.moorfields.nhs.uk","True","MEHINFOFLEX2","computer","e7fef596-64f3-4a3e-95e4-782b817dff66","10/10/2020 04:24:59","MEHINFOFLEX2$","S-1-5-21-563353728-1466834001-1008150880-65127",
,"CN=MEHINTRA3-DEV,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHINTRA3-DEV.moorfields.nhs.uk","True","MEHINTRA3-DEV","computer","bb5b76c2-3a7a-4005-8d5a-9aa664ee2293","24/10/2020 04:10:20","MEHINTRA3-DEV$","S-1-5-21-563353728-1466834001-1008150880-66493",
,"CN=MEHINTRA3-TEST,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHINTRA3-TEST.moorfields.nhs.uk","True","MEHINTRA3-TEST","computer","8864f74e-49f5-4efa-a28a-6b142fca3a72","20/10/2020 16:56:55","MEHINTRA3-TEST$","S-1-5-21-563353728-1466834001-1008150880-65296",
,"CN=MEHIRESEARCH,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHIRESEARCH.moorfields.nhs.uk","True","MEHIRESEARCH","computer","cf96cd64-9350-4f1c-b8c2-33b60f44ba8e","09/10/2020 18:47:58","MEHIRESEARCH$","S-1-5-21-563353728-1466834001-1008150880-61846",
,"CN=MEHISATEC2,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHISATEC2.moorfields.nhs.uk","True","MEHISATEC2","computer","2fb8de77-5e17-4886-ae68-70e941659016","11/10/2020 23:53:54","MEHISATEC2$","S-1-5-21-563353728-1466834001-1008150880-62376",
,"CN=MEHISLR,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHISLR.moorfields.nhs.uk","True","MEHISLR","computer","876c98bf-acca-4d39-8ae6-44e74eeca484","07/10/2020 01:04:25","MEHISLR$","S-1-5-21-563353728-1466834001-1008150880-60959",
,"CN=MEHIWMC1,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHIWMC1.moorfields.nhs.uk","True","MEHIWMC1","computer","9265c9a3-424c-4626-a8f4-e236a063c929","07/10/2020 19:09:09","MEHIWMC1$","S-1-5-21-563353728-1466834001-1008150880-63715",
,"CN=MEHJITBIT,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHJITBIT.moorfields.nhs.uk","True","MEHJITBIT","computer","8577c93f-ab16-422b-a320-da35915b9f13","16/10/2020 16:14:29","MEHJITBIT$","S-1-5-21-563353728-1466834001-1008150880-54052",
,"CN=MEHKMIP,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHKMIP.moorfields.nhs.uk","True","MEHKMIP","computer","f849ab97-0a73-4ff8-ba77-1affa5120470","30/10/2020 09:42:51","MEHKMIP$","S-1-5-21-563353728-1466834001-1008150880-52979",
,"CN=MEHKONAN,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHKONAN.moorfields.nhs.uk","True","MEHKONAN","computer","870103ab-e3d8-49d6-bcd6-8af4bb2b04b9","13/10/2020 03:06:16","MEHKONAN$","S-1-5-21-563353728-1466834001-1008150880-53758",
,"CN=MEHKOWA,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHKOWA.moorfields.nhs.uk","True","MEHKOWA","computer","cb38def4-5036-4a4d-baf6-9372a6385573","18/10/2020 04:41:35","MEHKOWA$","S-1-5-21-563353728-1466834001-1008150880-65128",
,"CN=MEHLIBERTY01,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHLIBERTY01.moorfields.nhs.uk","True","MEHLIBERTY01","computer","5fedaf71-9869-4d1b-b3c0-79ef7b15a0aa","01/11/2020 16:53:33","MEHLIBERTY01$","S-1-5-21-563353728-1466834001-1008150880-59359",
,"CN=MEHLIBERTY02,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHLIBERTY02.moorfields.nhs.uk","True","MEHLIBERTY02","computer","fdfb1c8e-ecb5-4a90-b17f-1eb833470f82","28/10/2020 05:48:21","MEHLIBERTY02$","S-1-5-21-563353728-1466834001-1008150880-55239",
,"CN=MEHLIBERTY03,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHLiberty03.moorfields.nhs.uk","True","MEHLIBERTY03","computer","bb29774a-2cc7-423f-8dc8-21bf95a66b66","05/11/2020 11:16:08","MEHLIBERTY03$","S-1-5-21-563353728-1466834001-1008150880-65760",
,"CN=MEHLIBERTY04,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHLiberty04.moorfields.nhs.uk","True","MEHLIBERTY04","computer","f22b0c84-7ee6-49f1-a3a1-7abb78669930","07/10/2020 01:44:19","MEHLIBERTY04$","S-1-5-21-563353728-1466834001-1008150880-65761",
,"CN=MEHLIBSIP1,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHLIBSIP1.moorfields.nhs.uk","True","MEHLIBSIP1","computer","a97157f9-4e7a-4616-bc43-5f165d317681","04/11/2020 06:24:13","MEHLIBSIP1$","S-1-5-21-563353728-1466834001-1008150880-61209",
,"CN=MEHLIBSIP2,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHLIBSIP2.moorfields.nhs.uk","True","MEHLIBSIP2","computer","877bc048-ee29-4e13-929d-a812ff413c5f","09/10/2020 17:47:24","MEHLIBSIP2$","S-1-5-21-563353728-1466834001-1008150880-65645",
,"CN=MEHLIBSIP3,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHLIBSIP3.moorfields.nhs.uk","True","MEHLIBSIP3","computer","f627c985-9448-4604-858b-d2bfd8e43914","05/11/2020 14:38:39","MEHLIBSIP3$","S-1-5-21-563353728-1466834001-1008150880-65762",
,"CN=MEHLIBSIP4,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHLIBSIP4.moorfields.nhs.uk","True","MEHLIBSIP4","computer","27f98620-9b5c-4505-b1aa-7604fb892272","05/11/2020 13:06:02","MEHLIBSIP4$","S-1-5-21-563353728-1466834001-1008150880-65763",
,"CN=MEHLIGHT,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHLIGHT.moorfields.nhs.uk","True","MEHLIGHT","computer","04e0ad3e-6d0b-4194-81d8-d82c16d5b87b","23/10/2020 20:00:55","MEHLIGHT$","S-1-5-21-563353728-1466834001-1008150880-62544",
,"CN=MEHLNWUH,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHLNWUH.moorfields.nhs.uk","True","MEHLNWUH","computer","31734894-808b-44ca-a0e6-cb04951faa72","24/10/2020 22:50:02","MEHLNWUH$","S-1-5-21-563353728-1466834001-1008150880-62081",
,"CN=MEHLOOKEEN,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHLOOKEEN.moorfields.nhs.uk","True","MEHLOOKEEN","computer","1791c885-43cb-4bd4-9b84-da9740690fca","16/10/2020 08:35:33","MEHLOOKEEN$","S-1-5-21-563353728-1466834001-1008150880-63804",
,"CN=MEHMAGICXPA,OU=Servers,DC=moorfields,DC=nhs,DC=uk","MEHMAGICXPA.moorfields.nhs.uk","True","MEHMAGICXPA","computer","cdf9032a-54d5-4a62-adac-4401abb35daf","31/10/2020 05:28:09","MEHMAGICXPA$","S-1-5-21-563353728-1466834001-1008150880-61642",
